	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50	TF_51	TF_52	TF_53	TF_54	TF_55	TF_56	TF_57	TF_58	TF_59	TF_60	TF_61	TF_62	TF_63	TF_64	TF_65	TF_66	TF_67	TF_68	TF_69	TF_70
Cell_11	0.4837804260872372	1.5411592191327086	-0.17786552455200053	0.8578168956792267	-0.11706500908376313	0.968540840111427	-0.21151914626592408	-1.1747316707218454	-0.452765139531727	-0.010418095208270483	-0.9104102220540595	2.8920153549164223	-0.31744636254230396	0.3688813545040448	-2.393798960798649	2.1757736754076458	0.7954291072042551	-0.22489091219339544	-0.7543085120948451	1.7372854172811716	0.3224587465885184	1.9065669322267447	0.6571461804424222	-1.172442274275191	-0.7068898761956066	0.7374474381203818	-1.2810454823654276	-0.18027785663626872	2.1527260616168475	-0.4716644774377359	-0.07010886872265397	-1.9508880642772355	1.471156202913789	1.8594885195327078	-0.5146365539359006	-0.3651815286410359	-2.20748171922167	-0.4188299470212571	-0.7870193369519869	-1.1087744483229343	0.8624481270452327	2.0016161429055677	0.3294643762640284	1.3906900946737437	0.5467404913058547	3.947225669672966	-2.3370025045112843	0.0	-4.1667481321219695	0.654401722354347	-0.8312404012290515	1.8735556288057118	-0.46806451536543703	0.5131988731704926	-1.3109832029750845	-2.701692559005254	-0.26341055185367207	-0.19815195901075763	0.5087726145242691	-0.3576439090760403	-0.39583808995515474	1.846239685351062	0.49384102877694563	6.343317486709391	-0.5121483347663086	-0.13404206795594417	-0.6981777384814541	1.2548651078833029	-1.0732070228242439	0.44560420700780534
Cell_12	-0.5229628581246222	-0.21570138217335283	0.2966899326708067	-1.3895826290972706	0.19216635497749948	2.433815173778466	1.441830666182878	-0.8857851319087515	-1.7082014442783895	-0.13824863060253786	1.877005451681171	-0.3411179003347956	0.02403981204848103	-0.390390456442619	1.3552893683212992	0.7143938271820338	0.2283298399544719	-0.052281609863333196	-0.013552031252604303	1.659534354262918	0.4235280677845245	-0.49829051731237917	-0.5063449864073898	0.49323045093316903	0.30947600173296647	0.61747619573003	-0.3762054196392777	0.40552610995111965	1.441168519887673	0.2252643572252438	1.566274194752389	-0.1641514105933123	0.2584929877491324	-0.7435731499798628	0.049712046282761053	-0.7051974442276389	0.25202265115089684	0.34028907017840204	0.18024747969773905	-0.44191533880406403	2.491684808176892	0.7488112858005641	-3.304292164844935	-0.9777262776754804	2.6543557249351855	-0.1665975346623215	-1.0274297666597096	-0.16659753466232124	0.18606044957603646	-1.9585460828641945	-4.011277097629127	-0.8663632943962887	-0.9233266337345878	0.018991784693445403	1.1467385244446076	1.1747964157554172	1.042682147015586	0.01676474671492211	0.0048663714285840645	2.516371849502508	-1.3452688324900826	0.6091080362131097	-1.4943997723839613	2.251047209554604	-1.9465952247703937	-3.3757030445832608	-2.5614073412250518	0.9354639755366118	0.34391681221998666	1.3366413407717697
Cell_13	0.06424368192274171	0.3090130346264133	2.1874314971118785	1.7529244177838805	0.5779261259930731	0.1932621489133633	-2.4162258238783925	0.3201855044214608	-0.09392009184291834	-0.2739763492117935	0.500263376354522	-0.24224361708693398	1.744575056068288	-5.057847616984866	-0.3188854698860591	-0.3028938173283662	-2.5873869867877968	0.6949052369132203	4.164485177119404	-0.9550430667486718	1.5396945672164708	-2.9194353237652875	1.118267946898859	-0.5590443126509295	-0.31787481524857103	0.025314877665302625	0.6623346864754276	-0.2747885583531516	-0.38223450678753634	-0.1037194138874491	0.5223640689588307	0.12546383236071557	-0.017938906094920673	0.6084278474705564	0.31522574074762816	1.3656622866046004	-0.9398683799717527	-2.672905707463296	2.346046784823841	0.8599246097736359	1.0173046482535097	-1.9977478851250572	-0.057641817339438524	0.6683242550147084	0.4975515607976585	4.342063970367783	0.6599439364022747	-1.844146463195777	1.7885111115904653	-1.4125441560359167	-0.005966164619447401	-0.42770988646417135	1.4225663746851942	-0.12197689635308294	1.8500875852906125	1.3722546986350073	-1.1088308398363171	1.8724211093975545	0.52215833971019	0.16063135462316314	-1.125728821658338	0.47497190812122575	-1.8017323878152918	-1.1436528510325308	0.9418077200416171	-0.3028938173283662	0.9869116551130074	-1.382124551606484	0.527678363371135	0.6013980900050138
Cell_14	-2.885953171691469	-2.246874699325702	-0.11493786755794543	-3.666719709589132	1.6399205210743624	-2.4082781437002247	-0.5894995503097558	0.12481389110171205	1.0807645230459257	0.44672656797148247	-1.0651107374809168	-0.1009589066009089	-0.27921004769055097	1.513841211347238	-1.2450721448326065	-0.3593350112090955	4.562891153210399	-0.6003108701598459	-0.5138083922696127	-1.0384103810449803	-0.6967384922906126	-0.40127076262139255	-2.422034350867717	2.2232849073649303	0.6003866862042118	0.825241665460068	-0.4207431400694127	-0.39802260629698644	5.046313989071691	-0.17416645056149582	-0.6350384084509126	-4.2655110005531816	-1.3125249332698288	2.4882022613281825	-1.2188059957828081	1.218074069857687	-1.1274893979170248	-0.25350162333049187	0.8063902232441614	0.17989044025240064	0.849632844075033	2.579184360185148	-0.22346858655197682	0.33281765358405463	-0.6882746820611255	1.0664238585106685	-1.278473297270704	-0.7607776405710701	-1.8320302581070482	1.306062488749813	0.19944323270896108	0.4904306804570947	1.3026577590867434	-1.4368898168278168	-0.3026005661798668	-1.9804157025396663	0.7962666060900272	-0.4945235060299716	0.2231016114561918	0.7253535448653469	3.379943820573037	-1.1854742202422794	-1.1958319909983637	3.5749570455791573	0.276806991005162	1.8158782409127916	1.3532524420589775	-0.2930019867254648	0.00695474752368055	1.0663696870367667
Cell_15	-0.9034753866682343	1.3952372448198713	2.157416092377592	0.3680837138738687	-1.1452871938559148	-0.21540229912328673	-1.2063073920930922	-0.014981953900553872	1.4809966426826129	-0.7112465520549788	0.12067300654378663	-0.8112314310963241	1.6659625635013213	-0.13593454139582892	1.592491830963334	-0.18109312100735456	-0.30541141008284367	2.732225120338092	-0.14421457105266516	0.538560101731127	0.7994892439476936	-0.809698140458935	-1.2944649106324915	-0.40061566642329577	-0.19169699649865382	1.263587602104873	-0.4635808952249683	-0.5684539851307273	-0.2955248196917638	-0.7700884491562047	1.2182241713592545	0.9450042317565021	1.227999897793052	0.5164618307092753	0.5449126175939352	-0.2890105376864558	-0.33741397946225393	0.9942652843481948	-1.2948604938915493	-0.823716861308345	-0.9830758390121203	-0.5963320356720693	0.5595373450101402	0.7056026419609861	0.541101486481696	-0.021963148134939294	-0.32270774990624385	-1.608898644820594	-4.217975549465158	0.6535185588434078	-0.40959777861771585	-1.363667382120155	-0.1762397688617858	0.766144873840713	0.054488745870044084	2.0448484718140443	-0.8666601393196524	-0.716885239448931	-3.6404902058105724	1.2814935085001855	-0.27425119359395483	3.145569400418268	-0.2233874095668549	-0.011235131882501243	1.375714865062036	0.03146949161518621	-1.3697964736734327	0.9689990662451615	-0.0051778908809660094	0.9972250749697644
Cell_16	-0.271221442571238	0.26552755346051127	-0.3166286906726043	2.6524300859809147	-0.07465529063008389	-0.2094190674915906	0.7438716544998466	-0.5938192245947261	0.6318252560970077	-0.005828348868093682	-0.5253116701201719	-0.03968306402117338	-0.5028104537112815	0.9752158496120775	-0.6788334308668496	-0.20297169177307992	0.5881969286030418	1.8037576945305207	0.7058178257548489	0.21733353509547776	-0.382157504918286	0.5908440098165625	-0.1082308064927661	-0.767771746934254	0.28533496767561367	0.08807397949096121	-0.8550310155246204	0.537279082036447	0.3376762918136646	2.0087436779206356	0.3210020102469176	1.9225612401235883	1.9411578975089523	3.4485189571540036	0.4936110402319234	2.1505429863189467	0.38689752552169443	-0.4419001658428618	-0.5911099725066228	-3.032227309191083	-0.09062476038880479	0.03404156654692992	0.6490109813872554	-1.1862460542095716	-1.4817806893848373	-0.41043976781256486	-0.7727471978879592	-1.1933868287534957	-2.2734189429056277	2.1164204073131017	-0.09832505079828391	-1.8084910030256878	-0.5570368844725122	-0.0749217489235037	-0.4813951727177778	-0.16145333490343972	0.31812183848676906	0.7019279087101927	-1.2306441715547622	-1.0628732710912858	-0.7195256324633343	-1.1086539712673416	1.5758814327543693	1.7358177327384872	0.0858502464488767	0.9881473968740229	-1.3721016753010233	-0.9974915645955896	0.7817798772828132	-0.980067358082206
Cell_17	-0.22661748269098886	-3.927683000315872	2.5317559934037606	-0.5939497120235361	2.0001607044063467	-0.7706121806578424	-0.1286373210109115	0.598387957306681	-1.0629157659923216	-1.573107009926171	-1.1537120389540707	-0.3772650638805689	0.9199354769661133	-1.2166695104796796	-4.136413397139905	-3.0402639773344147	-0.7114069917097908	-0.12351954164986752	-0.7112002912302249	-1.9299284407481159	-2.637318532186411	2.770779649972716	-0.06802261931865013	-0.19005120123276306	-0.0474449136159842	0.03484736969143874	-1.9279689095725376	-5.645660992047418	-1.2735029246961849	0.2589126700044315	-0.633079866041449	0.5894549965831376	5.3225009842481565	-0.49531437422683205	-0.9328665094991521	-0.7536202672918941	-1.8181285626401982	1.283685676965321	-0.701331433936781	0.36161186823254693	0.5194336942380753	1.4362335175966061	-0.9824090459697213	1.5460902503698657	3.010396481648264	1.7106923106966914	-1.8433705699660972	-0.2605525376832022	0.24784935667469968	-0.12564177336426247	-4.361133332770943	-0.3381313475895414	-1.47377524646722	1.257520421284849	-2.757461833584325	2.6831792943586734	0.0900593446572333	-0.031601997387205816	-0.5399520564513557	-0.9987078185433808	0.20210406635985115	0.007578286154082234	4.1942672452020044	0.7202662765516186	-0.8714564706174751	3.9951574954553286	-0.5369936987870053	4.598938856187935	-0.3428786875475374	-1.8838514688541101
Cell_18	0.96685053553737	0.05259215400018198	-0.4724305835291479	4.393966819256151	-1.372622970009125	0.7564143547079267	-2.0451732466834676	-0.13561070752154528	-1.6579537392485397	-0.41329270181976974	0.27489033447273176	-1.8917709663731366	-0.20923099172529483	0.7225808668457667	3.2865605793694277	1.7106333302726449	1.4739198633127109	0.21145682465207233	-0.6296978461824503	-0.042292220516153264	-3.5492681299664866	-0.7424023827016369	-1.4746909885575585	1.4373024696276633	1.1284631086297452	0.4958742764985221	-0.5346563374004297	-0.07433574421434208	1.710728105284325	0.7399545086164885	6.343777892622315	3.1431868767621327	-1.268864322938772	-0.3490246995650101	1.8366412370715801	3.0157631236447044	-0.8932037274909447	0.8995089667028076	-3.759164283610712	-2.177376108732101	1.1735486812596674	0.2906964230106122	0.9416546302998645	0.08536125236835662	2.6023381173099427	-0.9675018035083761	-0.07626052094971567	-0.059970609496144356	0.17391458996588274	-0.7008297002861199	-1.0682936534436875	-0.12552483534089265	2.5742053704845254	0.40808710816165844	-0.5891007732747324	-0.6469896306977331	0.1276049922054796	1.5299786626178462	-0.8993507776806037	-0.6495396897451895	0.6312061615514255	-0.34497628801090485	-0.1721478996828909	1.1640273793105613	-2.286317769678152	0.46307971286510125	-0.08459344555121506	-1.858642093020373	-0.22927909288639697	0.018316514728225576
Cell_19	-0.4148501691844248	-1.956874124449008	-0.10793759436734372	0.8131960618901367	0.9860042947487255	2.5322571116701833	-3.1095863265286434	-2.3327321812146087	0.023091458497647467	0.9341343829560129	-1.8316629994904738	2.0679516413051857	0.13559933817329367	-0.6179302178674532	-0.17444432469988042	0.13444046570525725	0.046685653327228765	-0.019481534988499877	-3.695417022212841	-0.728115250414089	0.012575601382084552	0.636329298024112	-0.6860286131484118	-1.163596057855386	-2.256607604557638	0.9241868651097467	-2.40025745273931	-1.1878864530712943	3.00831511414115	0.9677932211114912	2.3023811194811383	0.09240558052444617	3.3612364572759867	0.6731749093477032	0.16955864107929067	1.6995218587858125	-0.5209642512939939	-2.093077986375679	-0.13912212004679192	0.3158640668533631	-0.19338596389183335	1.9585938161535799	0.8557463447417566	-0.2928839715275474	0.16484519710539083	1.0410871503910035	-2.0163313174810753	-0.8956748270320307	-3.784800051429101	-0.5317958024174799	2.008123355675336	1.4055828346188284	-0.278769351994509	1.4557292326365294	-0.7185905669854601	-0.06230065212645966	-1.2875910417061984	0.408732133916627	-0.42414144613234317	-1.8001317477384384	1.0283370768270659	2.8145747123497524	-1.6670787099499667	2.5269004550513507	-0.601015911712998	-0.5295497864579792	-1.0053109713818067	0.15695934996265892	-0.5708331719178605	-2.0124790386578435
Cell_20	0.33977768130092867	-1.487502739179122	-0.8717316494917258	1.7449498537791337	-0.4054920060964743	0.3400601884823599	-2.959386766617248	-1.3055312382301392	1.3888756214366242	-0.25297999548420935	0.32139021592830724	1.1841639384727163	1.9309208881653606	-3.924910147632624	0.45184765531158677	0.051278657502291006	1.0955328972606262	0.8525358458445177	-1.7587466111461443	0.5319101884509945	0.12166753609457627	0.8146958642422604	0.7039711403346482	0.28622816023437	-0.3635856737291661	-0.5563372473955993	-0.9354417148271956	0.176190774151526	1.2605902099581445	1.7152082291352329	0.19617111652162011	1.5826961526304573	0.8191480674760979	1.6351798780484572	1.3163030205052688	0.00221082487710294	0.19725557350957987	4.481317700145869	0.19637751991383293	-3.235952490170175	-0.053195560116873854	0.1583904812075042	-1.879392621687974	-0.7321971249562278	-0.6827096468979948	-0.36553509048080934	-0.6878434992426177	1.5194118704300001	-2.4388664483905464	-0.11504288771574168	-1.8625928035404962	0.7203671984291544	0.6335992235115208	-0.5448209999356955	-0.7336804746934191	3.088611744161153	-2.6263287044026615	0.05404784354175232	-0.6148735619710263	-0.1348603652382562	-0.008702485118911021	3.025784588979972	0.03903100191838619	0.3559690735877979	-0.056781488868331606	-2.9472521451418285	-0.6762711958307467	1.27601301780882	0.012846216872767496	-1.6694079217090898
